OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,MSZoning_RM,Utilities_None,Neighborhood_NridgHt,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,BsmtQual_Ex,BsmtQual_Gd,BsmtQual_TA,BsmtFinType1_GLQ,HeatingQC_Ex,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Gd,FireplaceQu_NA,GarageType_Attchd,GarageType_Detchd,GarageType_None,GarageFinish_Fin,GarageFinish_None,GarageFinish_Unf,GarageQual_None,GarageQual_TA,GarageCond_None,GarageCond_TA,SaleType_New,SaleCondition_Partial
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,1.2982951939764904,3.0,708.0,48.756355217540495,21.32104928539613,0.0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,6.569068661765286,3.7951459845369215,14.983751961711592,415.96915176360477,5.054266923843386,7.874097013344481,2.0,2.0628639152811306,0.9231399703306172,2.3322513193931917,2.0,420.0,45.88097125560968,12.571584873033709,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,18.727281625396575,2.847032848973757,0.0,562.4797873780886,5.244744038059942,7.374015537141351,1.0,1.8906096468454086,0.9231399703306172,3.4097691024999928,1.0,240.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8267823923127944,2.0,480.0,0.0,7.565236225439719,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
7.0,15.107023714566953,6.918390877707231,0.0,1148.76262771445,5.650099307538532,8.227622871473894,2.0,2.347097738465853,1.750077544682001,3.190497561900117,2.0,513.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,22.51940960168086,4.378721987187695,0.0,432.72319580776957,5.156311805643129,7.977279611873573,1.0,2.0628639152811306,0.9231399703306172,3.5956504127411653,2.0,546.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7.0,3.2537194732418078,2.0471690397635434,0.0,426.2458331997861,5.069863161287506,7.8197211792051435,2.0,2.0628639152811306,0.9231399703306172,1.6465977202606035,2.0,432.0,29.72864205050845,11.227002650338303,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
7.0,11.433875376478719,5.773544365547435,23.012104608275955,495.37988015456233,5.340558003038556,8.396200844220711,2.0,2.5771212840071485,0.9231399703306172,2.8267823923127944,2.0,484.0,60.62428040322283,22.51495093806852,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.853268477849332,2.0,480.0,48.756355217540495,10.617453741144883,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,7.602283140034534,4.378721987187695,22.15007870426396,756.2091039180838,5.436764010863692,8.533285825048075,2.0,2.46752773658018,0.9231399703306172,2.4816926158278503,3.0,656.0,67.72476097758623,12.249173277923015,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,11.433875376478719,5.773544365547435,20.85938575277527,768.9277855442389,5.4752961864327485,7.851547938062075,2.0,2.0628639152811306,1.750077544682001,2.9032625522978357,2.0,588.0,52.6115843672014,10.865281557149968,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
9.0,0.0,0.0,26.244928913615563,706.1342557737523,5.384972563429991,8.51097957096074,3.0,2.46752773658018,0.0,0.0,3.0,840.0,53.66505216156099,19.985735854825634,0.0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
8.0,2.1808007668476153,1.7036778807701987,26.820926649785747,647.9341889141049,5.332276812305208,8.451899312605649,2.0,2.5771212840071485,0.9231399703306172,1.2982951939764904,3.0,872.0,44.9018910101735,19.985735854825634,0.0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,834.7248486515854,5.504485801830561,8.569846779655622,2.0,2.347097738465853,0.9231399703306172,2.64121277583573,2.0,576.0,47.64875307076152,15.683614494828811,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3.0,16.652922943406416,0.7671366423300326,0.0,661.3715168989592,5.345367815204494,7.579935289363885,1.0,2.0628639152811306,0.0,3.2902548908693343,1.0,220.0,37.7074118344207,15.852237252175588,0.0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
7.0,14.878761766293524,1.7036778807701987,23.835578340840023,423.0033528970034,5.612669489621961,8.671687998259124,2.0,2.6777157141923693,0.9231399703306172,3.263329853554075,2.0,564.0,53.66505216156099,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
5.0,19.715187532474822,7.705998885386709,0.0,428.4060739993052,5.135981147463742,7.155630675006118,1.0,1.8906096468454086,0.0,3.461832815748965,2.0,360.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.973598665773014,4.100832566989532,0.0,943.3944200673955,5.559473655202154,8.031086081240403,1.0,2.0628639152811306,1.750077544682001,2.435327743330789,2.0,473.0,34.0268221294851,8.386820330054311,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,15.557708795862812,7.049295083729242,18.53993941203013,774.5171140981214,5.44114889534821,7.779525057685065,1.0,2.213357917573122,0.0,3.2206464025663517,1.0,292.0,0.0,10.491404952248457,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.9032625522978357,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5.0,23.932705381260792,7.815636338389134,0.0,360.8796134761855,4.962807535718307,7.608265529328596,1.0,2.0628639152811306,0.0,3.6564461643683295,1.0,189.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.5771212840071485,0.0,1.6465977202606035,1.0,352.0,40.00419243011093,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5.0,16.219982696805744,4.242871632851591,0.0,606.4045979140559,5.291417908338601,7.46905913391104,1.0,2.0628639152811306,0.0,3.263329853554075,1.0,308.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.530412872860594,7.968780038093772,2.0,2.213357917573122,0.9231399703306172,1.7755114770992277,3.0,880.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,2.7382986999434786,2.0471690397635434,17.01455389325639,761.808021722035,5.431127907626707,7.758476222807183,2.0,2.0628639152811306,0.9231399703306172,1.491650558898005,2.0,484.0,46.20495543707251,8.386820330054311,0.0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,5.445109226157683,3.453862457778375,0.0,547.2340909969985,5.227609029030259,7.975160439884777,2.0,2.213357917573122,1.750077544682001,2.1427222270030417,2.0,472.0,29.72864205050845,9.564338989758749,0.0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,12.973598665773014,4.100832566989532,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8787378204365015,2.0,480.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
9.0,1.5655621688339745,0.7671366423300326,19.74157641315824,1043.8909581521932,5.619386517925207,8.160633811003743,2.0,2.347097738465853,0.9231399703306172,1.042847167577259,3.0,676.0,43.91175291331521,11.227002650338303,0.0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
7.0,3.736590948811928,2.344670531893013,15.048199660342306,851.843600554166,5.498498363184788,7.900749909777386,2.0,2.213357917573122,0.0,1.7755114770992277,2.0,532.0,46.20495543707251,13.688845865794114,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
7.0,9.475787671159775,3.0650187646725175,0.0,685.0768163667817,5.5277460130995815,7.963079516655491,2.0,2.347097738465853,0.0,2.708901785593715,2.0,440.0,31.325911760172346,10.491404952248457,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,16.652922943406416,3.6295740785130737,18.589838811048928,688.6766636603737,5.369678284491336,7.630258461573048,1.0,2.0628639152811306,0.0,3.2902548908693343,1.0,297.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
8.0,4.628141747959248,3.0650187646725175,0.0,559.8542902530424,5.256810457860867,8.152140089455258,2.0,2.46752773658018,0.0,1.9816476590550702,2.0,431.0,36.44080687075685,0.0,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
4.0,18.32348938453371,7.815636338389134,0.0,428.94595859173285,5.162465810269311,7.208416113288262,1.0,1.6889021481771878,0.0,3.387641316675959,1.0,294.0,55.15181827909298,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
3.0,17.91442306389907,7.650167942304172,25.24776094636467,0.0,5.282844577003463,7.451540245871224,2.0,2.0628639152811306,0.0,3.364690190969486,2.0,400.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
9.0,2.1808007668476153,1.7036778807701987,33.07191437863189,925.958334586992,5.548372347799889,8.007244357256198,2.0,2.0628639152811306,0.9231399703306172,1.2982951939764904,2.0,564.0,86.94857423702007,13.492632814824164,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,12.72435108443772,6.193128696532242,0.0,327.7455532068087,4.900153022415672,7.528392304034131,1.0,1.6889021481771878,0.0,3.013779045202266,1.0,336.0,44.573097625399804,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
6.0,19.909277976297847,7.650167942304172,0.0,562.4797873780886,5.244744038059942,7.931225504890618,1.0,2.0628639152811306,0.9231399703306172,3.471734096608348,1.0,312.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.853268477849332,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,16.219982696805744,7.238407398712386,7.6999550531132765,822.6192151940534,5.477517331447648,7.856248748275275,2.0,2.0628639152811306,1.750077544682001,3.263329853554075,2.0,498.0,0.0,9.837786512727696,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
7.0,3.2537194732418078,2.0471690397635434,14.58993972779926,452.09611030384315,5.107351262809782,7.966645562540342,2.0,2.0628639152811306,0.0,1.6465977202606035,2.0,474.0,0.0,7.903298708204437,0.0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,1007.3776508246746,5.5983755165718145,8.568989163397317,2.0,2.5771212840071485,1.750077544682001,0.0,3.0,706.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
6.0,12.72435108443772,3.951880285388268,0.0,1017.7532147609343,5.604429360428409,8.128153094848255,2.0,2.0628639152811306,0.9231399703306172,0.0,2.0,617.0,49.070442057907435,11.577632371387796,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
7.0,8.87514550138148,4.871202819369991,0.0,809.9895954606718,5.468197384888214,7.836537253972863,1.0,2.0628639152811306,0.9231399703306172,2.64121277583573,2.0,445.0,0.0,14.261107050325311,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,19.909277976297847,7.761148465502634,0.0,371.8535340497596,4.982187815501153,7.5273586810420285,1.0,1.8906096468454086,0.0,3.471734096608348,1.0,200.0,17.950615028685576,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6.0,22.698917277643957,2.847032848973757,0.0,376.2337205684419,5.073089541997253,7.031279459077019,1.0,1.8906096468454086,0.0,1.6465977202606035,2.0,484.0,30.930511953204118,0.0,0.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,19.715187532474822,2.6086769538164867,0.0,545.6544675834464,5.3590672123664795,7.944360636373973,1.0,2.0628639152811306,1.750077544682001,3.461832815748965,1.0,240.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
6.0,6.205900773289518,3.7951459845369215,0.0,680.9603134482172,5.362782955605536,7.615962018924032,2.0,2.0628639152811306,0.0,2.274474642383349,2.0,521.0,0.0,7.735956418254753,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,7.930544034980071,4.508994756407461,14.58993972779926,659.3060824583191,5.3472792251046055,7.583883771800909,2.0,2.0628639152811306,0.0,2.5251609687818592,2.0,400.0,33.64776147882171,7.735956418254753,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.853268477849332,2.0,480.0,0.0,15.166180343845708,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8267823923127944,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8267823923127944,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,11.433875376478719,5.773544365547435,0.0,518.1979092457082,5.2086502550747324,7.301067368873689,1.0,1.8906096468454086,0.9231399703306172,2.9032625522978357,2.0,470.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,20.102260612074485,5.497288662868486,0.0,515.5500559321171,5.253962708269466,7.877173692226857,1.0,2.347097738465853,0.0,3.481477109478208,1.0,240.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,8.160633811003743,3.0,2.213357917573122,0.9231399703306172,1.7755114770992277,2.0,672.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,7.391563299127923,1.0,1.8906096468454086,0.0,3.0720753348938366,1.0,264.0,55.15181827909298,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,11.69829535947167,5.861243008251242,15.490428115790992,469.2447936067828,5.126608131629937,7.929022049178832,2.0,2.0628639152811306,0.9231399703306172,2.926907493332967,2.0,566.0,63.1286535405523,16.906080211849787,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5.0,23.932705381260792,3.7951459845369215,0.0,402.4071019667417,5.033030254792891,7.74652249227283,1.0,2.0628639152811306,0.0,3.205751524189959,1.0,468.0,0.0,18.189028220386657,0.0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6.0,15.557708795862812,7.049295083729242,21.785121287719555,780.1022834682137,5.445496203559897,7.788668743500348,1.0,2.0628639152811306,1.750077544682001,3.2206464025663517,2.0,514.0,0.0,13.88225623407766,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,15.557708795862812,7.049295083729242,24.01782333614716,628.7619834843658,5.459851150926965,7.818914401437864,1.0,2.0628639152811306,0.9231399703306172,3.2206464025663517,1.0,296.0,21.9032219223223,16.82743959006247,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5.0,17.70783343133811,7.650167942304172,19.74157641315824,715.8705365637081,5.393324398792693,7.679424057190179,1.0,2.213357917573122,0.9231399703306172,3.3528871749756677,1.0,244.0,0.0,15.852237252175588,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
5.0,16.652922943406416,2.0471690397635434,0.0,610.0498899940479,5.401541913629703,7.696560692716218,1.0,2.213357917573122,0.9231399703306172,2.3322513193931917,2.0,576.0,70.87380804808959,6.04831125161724,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
6.0,3.736590948811928,2.6086769538164867,0.0,552.4961163563077,5.2335812754485875,7.993401643225113,2.0,2.213357917573122,0.9231399703306172,1.7755114770992277,2.0,460.0,29.72864205050845,9.837786512727696,0.0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4.0,16.219982696805744,7.238407398712386,0.0,0.0,5.324359347905129,7.939269865788805,2.0,2.213357917573122,0.9231399703306172,2.5251609687818592,2.0,680.0,0.0,12.139808347722758,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
6.0,10.619212473346586,5.497288662868486,0.0,441.3441871165487,5.098223057529337,7.080807334584592,1.0,1.6889021481771878,0.0,2.8267823923127944,1.0,264.0,69.43968624345501,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
5.0,17.70783343133811,7.650167942304172,0.0,367.46802494582755,5.4150896013480665,7.724870001521108,1.0,1.8906096468454086,0.0,3.3528871749756677,1.0,270.0,22.372131542499783,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
7.0,2.7382986999434786,1.7036778807701987,0.0,496.44355251048404,5.166529039368015,8.164255439857785,2.0,2.347097738465853,0.9231399703306172,1.491650558898005,2.0,434.0,29.72864205050845,10.865281557149968,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,1.6889021481771878,0.0,5.403528962962278,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
5.0,5.445109226157683,3.453862457778375,0.0,508.65904914013544,5.20989429737292,7.303573746106433,1.0,1.8906096468454086,0.0,1.9816476590550702,2.0,576.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
8.0,2.1808007668476153,1.2921844778739005,0.0,873.9448040107492,5.513850981373388,8.450952556865772,3.0,2.347097738465853,0.9231399703306172,1.2982951939764904,2.0,610.0,40.697399750961964,23.58965829821238,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,13.46415198667788,4.378721987187695,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.926907493332967,3.0,834.0,32.30358810155733,0.0,0.0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
6.0,5.04458983968864,3.266376180638625,5.449985522457718,567.7269987165661,5.264702372808623,8.084487765384901,2.0,2.213357917573122,0.9231399703306172,2.066604067727914,2.0,463.0,29.72864205050845,12.571584873033709,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5.0,23.40868631106816,7.869481276440642,0.0,590.756093648652,5.275225038255611,8.012051290133302,2.0,2.0628639152811306,0.9231399703306172,3.634368307669278,1.0,308.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
7.0,0.0,0.0,0.0,728.6606803290753,5.407513371606944,7.70902988164703,2.0,1.8906096468454086,0.9231399703306172,0.0,2.0,572.0,50.006579963801215,17.672515750971964,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
7.0,0.862970297600073,0.7671366423300326,0.0,545.1278216965204,5.225200923355874,8.082552276857724,2.0,2.347097738465853,0.0,0.6706638519094889,2.0,639.0,38.06532679569483,11.461928787688638,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,22.51940960168086,7.815636338389134,0.0,462.8217354390677,5.122225708372074,7.128313833823938,1.0,1.8906096468454086,0.0,3.387641316675959,2.0,360.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
