OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,ExterQual_TA,FullBath,TotalBsmtSF,YearRemodAdd,KitchenQual_TA,ExterQual_Gd,Foundation_PConc,1stFlrSF,TotRmsAbvGrd,BsmtQual_TA,HeatingQC_Ex,BsmtFinType1_GLQ,GarageFinish_Unf,OpenPorchSF,FireplaceQu_NA,KitchenQual_Gd,BsmtQual_Ex,Fireplaces,MasVnrArea,GarageType_Attchd,GarageType_Detchd,MasVnrType_None,BsmtQual_Gd,KitchenQual_Ex,GarageFinish_Fin,Exterior1st_VinylSd,Exterior2nd_VinylSd,HeatingQC_TA,Foundation_CBlock,GarageCond_TA,Neighborhood_NridgHt,CentralAir_N,CentralAir_Y,MasVnrType_Stone,MSZoning_RM,WoodDeckSF,LotFrontage,HalfBath,2ndFlrSF,GarageYrBlt,BsmtFinSF1,FireplaceQu_Gd,SaleType_New,GarageQual_TA,HouseStyle_2Story,LotArea,SaleCondition_Partial
7,7.141437495420201,2.0,2004,484.0,0,2,816.6576544515304,2004,0,1,1,5.377865171742978,2.3014743180824713,0,1,1,1,16.275689129349335,1,1,0,0.0,24.402344874044516,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,37.70707133630734,29.684014605581073,0.0,0.0,2004.0,191.74892742198142,0,0,1,0,56.424645598561504,0
4,7.0660456037987585,1.0,1925,210.0,1,1,416.887687986495,1950,1,0,0,5.067519406135768,2.3014743180824713,1,0,0,1,21.786418191921396,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,26.813705659934467,0.0,750.8831146674331,1940.0,0.0,0,0,1,1,59.615407048822654,0
7,7.438196055169978,2.0,1939,431.0,0,1,478.42442781712384,2006,0,1,0,5.2531775642724545,2.3014743180824713,1,1,0,1,18.014374231763327,0,1,0,1.7079350940324136,26.33997157838129,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0.0,30.036537346547124,1.1280955051328556,1222.4199748118417,1939.0,91.36928543886508,0,0,1,0,69.79717612641394,0
7,7.006117712008752,2.0,2005,438.0,0,2,718.7592829866182,2006,0,1,1,5.303228230334032,1.8606870883213031,0,1,1,0,0.0,1,1,0,0.0,5.64498647374488,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,31.75242031315789,21.536918449684254,0.0,0.0,2005.0,9.29325325311542,0,1,1,0,39.31281670440469,1
7,7.182185226265485,2.0,2006,675.0,0,2,848.681651716474,2006,0,1,1,5.400171054082327,1.8606870883213031,0,1,0,0,9.016898754120316,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,70.41979960480887,32.46895221759919,0.0,0.0,2006.0,0.0,0,1,1,0,57.648169526909186,1
6,7.581200664473944,2.0,2002,390.0,0,2,592.8568300636163,2002,0,1,1,5.188950146866856,2.3014743180824713,0,1,0,0,10.845927042750677,0,1,0,0.909676106356333,0.0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,34.11858709833905,28.974955343496365,1.1280955051328556,1938.1029223014316,2002.0,0.0,0,0,1,1,55.52705471806901,0
6,7.21631823641542,2.0,1975,434.0,1,2,431.80051228349794,1975,1,0,0,5.068204794261876,2.0273854736078607,0,0,0,0,24.00477649011628,0,0,0,0.909676106356333,0.0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,49.69706484918692,36.51055712991193,1.1280955051328556,1101.197366580977,1975.0,129.37931038113373,0,0,1,1,62.71868247573466,0
4,6.651128439073661,2.0,1971,576.0,1,1,514.3148980136956,1971,1,0,0,5.103273298740192,1.6649086512703615,1,0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,50.813732862161416,31.43381684215575,0.0,0.0,1989.0,124.90597837539637,0,0,1,0,60.82661390196242,0
5,7.046976130593675,1.0,1971,280.0,1,2,385.785030176495,1971,1,0,0,4.926383384805192,2.0273854736078607,1,0,0,1,0.0,1,0,0,0.0,17.980060200837137,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.0,12.251599539835276,1.1280955051328556,991.8902524277448,1991.0,0.0,0,0,1,1,31.925763781276352,0
7,7.682974783566586,3.0,1995,721.0,0,2,695.1344892164776,1995,0,1,1,5.2884287787345245,2.4172435844997704,0,1,1,0,17.616083516061146,0,1,0,0.909676106356333,25.43469352414622,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,52.07494021211314,35.514072858398606,1.1280955051328556,2019.034494856516,1995.0,131.9331444719484,0,0,1,1,59.70677202479734,0
5,6.7033552458397345,1.0,1967,336.0,1,1,540.260452300702,1967,1,0,0,5.133073230968317,1.8606870883213031,1,0,0,1,0.0,0,0,0,0.909676106356333,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,31.43381684215575,0.0,0.0,1974.0,176.2288678070584,0,0,1,0,56.58845767820158,0
7,7.218179383555242,2.0,2005,430.0,0,2,783.9885828980126,2006,0,1,1,5.419810093601121,2.1726584790821972,0,1,1,0,6.761158143217624,0,1,0,0.909676106356333,5.64498647374488,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,38.4407322053196,21.536918449684254,0.0,0.0,2005.0,9.29325325311542,0,0,1,0,40.09357156801442,0
6,6.963444081140544,1.0,1959,312.0,1,1,690.4000165329913,1959,1,0,0,5.27951127787811,2.0273854736078607,1,0,0,0,0.0,1,0,0,0.0,22.26759933237593,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,32.46895221759919,0.0,0.0,1959.0,0.0,0,0,1,0,57.13324087025369,0
5,6.684100830128018,1.0,1976,308.0,1,1,530.5457091307705,1976,1,0,0,5.1221023882099965,1.8606870883213031,1,0,0,1,0.0,1,0,0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,72.28926879932636,33.15324634271306,0.0,0.0,1976.0,57.739037545373826,0,0,1,0,61.12516644774056,0
6,7.441147905763674,2.0,2002,440.0,0,2,512.1469717344941,2002,0,1,1,5.10070919868337,2.3014743180824713,0,1,1,0,11.102160684675345,0,1,0,1.7079350940324136,0.0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,61.667931652061185,28.974955343496365,1.1280955051328556,1680.3206920329974,2002.0,141.96575595378926,0,0,1,1,55.00440332411194,0
7,7.126552565558952,2.0,2004,494.0,0,2,805.264447814537,2004,0,1,1,5.369697516447936,2.0273854736078607,0,1,1,0,16.875279502623137,1,1,0,0.0,14.947635170235385,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,36.40564432902902,29.684014605581073,0.0,0.0,2004.0,12.712638759312473,0,0,1,0,57.16258587296406,0
8,7.300678437850366,3.0,2007,818.0,0,2,949.1546798044416,2007,0,0,1,5.464595127351988,2.1726584790821972,0,1,0,0,25.14981997105909,1,1,1,0.0,23.866675621097485,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,42.878151740435506,39.126772330572564,0.0,0.0,2007.0,0.0,0,1,1,0,63.747865410894164,1
6,7.175080861108686,1.0,1945,220.0,1,1,443.91388543370925,1950,1,0,0,5.059222323901387,2.1726584790821972,1,0,0,1,19.59785988400377,0,0,0,0.909676106356333,0.0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0.0,24.969925833376298,1.1280955051328556,1018.7510331953015,1949.0,35.48868952482762,1,0,1,0,57.09029940181497,0
8,7.224972873264415,2.0,2008,750.0,0,2,883.6671666548856,2008,0,1,1,5.423509949935056,2.1726584790821972,0,1,1,0,21.5253393076691,1,1,0,0.0,8.883786717603765,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,38.623052601509535,33.15324634271306,0.0,0.0,2008.0,210.7772951584685,0,0,1,0,57.67035614726869,0
5,6.653362094353398,0.0,1945,0.0,1,1,416.887687986495,1997,0,0,0,5.1045505173328065,1.6649086512703615,1,0,0,0,10.31548883192695,1,1,0,0.0,0.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,20.699642809077133,20.354871093202142,0.0,0.0,0.0,89.0139291821521,0,0,0,0,42.99935871433776,0
5,7.14411922503922,1.0,1900,352.0,1,1,335.26064462853077,1950,1,0,0,5.119012308949523,2.0273854736078607,1,0,0,1,0.0,1,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,28.974955343496365,0.0,802.1501662673123,1940.0,0.0,0,0,0,0,47.00224662178711,0
6,6.981852095708576,1.0,1980,288.0,1,1,383.5540794478931,1980,1,0,0,4.922766581172563,2.0273854736078607,0,0,0,0,8.21517751593399,0,0,0,0.909676106356333,0.0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0.0,33.15324634271306,1.1280955051328556,864.5798270545317,1980.0,0.0,0,0,1,1,61.346250425336024,0
7,7.512135628696879,2.0,1994,463.0,0,2,559.6382869864133,2002,0,1,1,5.29195117020002,2.3014743180824713,0,1,1,0,18.860675528750715,0,1,0,1.7079350940324136,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,30.212307951929073,1.1280955051328556,1336.38551940463,1994.0,153.3363891827268,0,0,1,1,57.403016335413916,0
7,7.396915737618711,2.0,1988,604.0,1,2,1025.8375133190073,1988,1,0,0,5.516439351865015,2.0273854736078607,0,0,1,0,9.900226734051651,0,0,0,0.909676106356333,15.251131600733046,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,47.75263552785507,34.8447810963252,0.0,0.0,1988.0,189.24596525488337,0,0,1,0,60.62598521289988,0
6,7.099584826312752,2.0,1954,451.0,1,1,780.8702544028322,1954,1,0,0,5.354873236570295,1.8606870883213031,1,1,0,1,8.54404799388593,0,0,0,0.909676106356333,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,33.15324634271306,0.0,0.0,1954.0,0.0,0,0,1,0,62.40628299169062,0
7,7.285776691444413,2.0,2003,500.0,0,2,501.29355571445495,2003,0,1,1,5.087691309482568,2.3014743180824713,0,1,0,0,13.40759450364923,1,1,0,0.0,15.175883953162884,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,38.623052601509535,32.12508606620915,1.1280955051328556,1240.0326883704388,2003.0,0.0,0,0,1,1,62.419598211564605,0
6,7.269465478731397,2.0,2004,520.0,0,2,478.42442781712384,2004,0,1,1,5.059222323901387,2.0273854736078607,0,1,0,0,10.715638454157347,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,37.52254040156723,29.684014605581073,1.1280955051328556,1262.4725537094664,2004.0,0.0,0,0,1,1,56.22964243645611,0
6,7.046976130593675,1.0,1964,309.0,1,2,747.0076405043086,1991,0,0,0,5.325855293630998,2.1726584790821972,0,1,0,0,0.0,1,1,0,0.0,15.694276114781497,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,67.97834167984249,36.51055712991193,0.0,0.0,1964.0,77.05909006134607,0,0,1,0,58.43668263387937,0
5,7.055824497015178,1.0,1957,294.0,1,1,753.270503697298,1957,1,0,0,5.330745030286102,1.8606870883213031,1,0,0,0,0.0,1,0,0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,56.07202900333048,31.43381684215575,0.0,0.0,1957.0,188.21161889575168,0,0,1,0,56.30872987214163,0
7,7.591333000866416,2.0,1999,429.0,0,2,574.1278708796517,1999,0,1,1,5.186244604312935,2.3014743180824713,0,1,0,0,0.0,0,1,0,0.909676106356333,25.933042858769124,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,46.9306141589486,30.036537346547124,1.1280955051328556,1985.9750403168862,1999.0,0.0,0,0,1,1,57.083513445364964,0
6,7.319822440638016,2.0,2003,673.0,0,2,514.3148980136956,2003,0,1,1,5.103273298740192,2.1726584790821972,0,1,0,0,12.075273386939752,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,50.813732862161416,29.330162465824372,1.1280955051328556,1297.7878717186684,2003.0,121.24748722072201,0,0,1,1,57.20316927719761,0
7,7.248078002162692,2.0,2006,660.0,0,2,903.1576696851567,2006,0,1,1,5.436077309115704,2.3014743180824713,0,1,1,0,17.290783417285095,0,1,0,0.909676106356333,20.19861732319577,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,34.69736193904232,30.737692722831856,1.1280955051328556,0.0,2006.0,245.92929158048943,1,0,1,0,57.25494477583766,0
5,6.671047124884378,1.0,1956,308.0,1,1,0.0,1956,1,0,1,5.114654331731866,1.6649086512703615,0,0,0,1,10.715638454157347,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,31.43381684215575,0.0,0.0,1956.0,0.0,0,0,1,0,64.95221401965006,0
6,7.10448129840818,2.0,1962,884.0,1,1,778.2707007842392,1962,1,0,0,5.357567392445699,2.0273854736078607,1,0,0,1,0.0,0,0,0,0.909676106356333,29.609453406227463,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,47.58130686066365,0.0,0.0,1991.0,149.6372362239026,0,0,1,0,74.97302474833124,0
8,7.703364054672718,3.0,2007,868.0,0,2,840.429083450945,2007,0,1,1,5.394512098444959,2.5224105251530617,0,1,0,0,20.167839564094752,0,0,1,0.909676106356333,24.577902344551454,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0.0,31.08637240142063,1.1280955051328556,1667.2512771968486,2007.0,0.0,1,1,1,1,58.946850458443336,1
6,6.977880244969894,2.0,1977,492.0,1,1,315.9808214587468,1995,1,0,0,5.287544239076516,2.0273854736078607,0,0,0,1,4.969387687385539,0,0,0,0.909676106356333,10.125137141683739,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,62.241850913772254,37.49844162170347,0.0,0.0,1978.0,121.77270406140279,0,0,1,0,56.47319294959703,0
5,6.532271065927298,2.0,1925,504.0,1,1,413.56658144262974,2004,1,0,0,5.03495716107478,1.6649086512703615,0,0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,16.244994401756937,0.0,0.0,1965.0,0.0,0,0,1,0,47.754016017324304,0
6,7.131992006375836,2.0,1981,576.0,1,2,809.409276118689,1981,0,0,0,5.372683452610659,2.1726584790821972,0,0,1,0,0.0,0,1,0,0.909676106356333,21.771420233062823,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,59.92961607391213,34.17137102823104,0.0,0.0,1981.0,135.81257688254672,0,0,1,0,63.857205133415846,0
6,7.190514056297258,2.0,1997,413.0,1,2,480.6070478192262,1997,1,0,1,5.062002990058055,2.3014743180824713,0,0,1,0,14.128286220658673,0,0,0,0.909676106356333,0.0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,29.08584896963239,31.43381684215575,1.1280955051328556,1050.411336856979,1997.0,156.36645523626368,0,0,1,1,62.209716436727,0
5,6.549820892461073,1.0,1940,924.0,1,1,446.66231674439206,1955,1,0,0,5.04508803936779,1.6649086512703615,1,1,0,0,7.69842274325545,0,0,0,0.909676106356333,0.0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0.0,31.78004772807671,0.0,0.0,1966.0,103.19259854435478,1,0,0,0,52.591914368750516,0
6,6.895655232558403,1.0,1976,504.0,1,1,663.5094945297449,1976,1,0,0,5.241657382938193,2.0273854736078607,1,0,0,0,8.54404799388593,0,0,0,0.909676106356333,19.866930369055556,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,72.95097815258063,29.684014605581073,1.1280955051328556,0.0,1987.0,162.20333527448446,0,0,1,0,55.16438139767579,0
8,7.582473083602393,3.0,1999,671.0,0,2,668.2626417035833,2007,0,1,1,5.265826049393535,2.4172435844997704,0,1,1,0,12.191674050233505,0,1,0,0.909676106356333,27.747685595765137,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,36.40564432902902,38.802862778891914,1.1280955051328556,1690.1271263824171,1999.0,124.90597837539637,1,0,1,1,63.25866785200697,0
6,7.264753737865918,1.0,1958,338.0,1,2,714.5650352947312,1988,1,0,0,5.445132138589324,2.0273854736078607,1,0,0,0,0.0,0,0,0,0.909676106356333,20.362158155148563,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,61.811664966191294,34.8447810963252,0.0,0.0,1958.0,141.14031876986502,1,0,1,0,58.97234705143692,0
5,6.595904080066047,1.0,1982,264.0,1,1,488.23849682688814,1982,1,0,0,5.071618021169725,1.8606870883213031,1,0,0,1,0.0,1,0,0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,42.878151740435506,33.49371205554868,0.0,0.0,1982.0,128.6950165905087,0,0,1,0,56.108266879026466,0
7,7.213831078778035,2.0,1925,672.0,0,2,561.7872242679124,2007,0,1,0,5.156633085114839,1.8606870883213031,1,0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,24.498598889489042,26.08112865231948,1.1280955051328556,872.4047761893619,1978.0,0.0,0,0,1,0,53.54019529794468,0
7,7.22127329664881,2.0,2003,573.0,0,2,880.5858286025067,2003,0,1,1,5.42149536125477,2.1726584790821972,0,1,0,0,20.30777959804147,1,1,1,0.0,0.0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,30.125251289307624,50.29111927894661,0.0,0.0,2003.0,0.0,0,0,1,0,58.10191310127726,0
4,6.651128439073661,2.0,1951,400.0,1,1,514.3148980136956,1951,1,0,0,5.103273298740192,1.6649086512703615,1,1,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0.0,53.54069346098638,0.0,0.0,1951.0,42.50626597210297,0,0,1,0,74.76241099242719,0
7,7.4711296054432035,2.0,1977,505.0,1,2,672.48483942578,1977,1,0,0,5.262111866062072,2.3014743180824713,0,1,0,0,17.85613527318353,0,0,0,0.909676106356333,25.809504865427034,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,61.667931652061185,35.847213242126536,1.1280955051328556,1301.0015035136817,1977.0,101.13421225478814,0,0,1,1,59.8205977372731,0
6,7.016878645367712,2.0,2006,572.0,0,2,726.0933713183565,2006,0,1,1,5.309195227803679,1.8606870883213031,0,0,1,0,18.092968817410657,1,1,0,0.0,12.4128008203514,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0.0,27.900934451158626,0.0,0.0,2006.0,185.69044106853482,0,1,1,0,53.37581303743654,1
7,7.055824497015178,2.0,2007,626.0,0,2,753.270503697298,2008,0,1,1,5.330745030286102,2.0273854736078607,0,1,1,0,12.758301003002,0,1,0,0.909676106356333,19.41463778844172,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,43.56660257348925,17.923499489062582,0.0,0.0,2008.0,185.54172613370784,1,0,1,0,47.20866693708258,0
8,7.1626844558196545,3.0,2008,898.0,0,2,833.2014685704163,2009,0,1,1,5.389505772157883,2.0273854736078607,0,1,0,0,20.30777959804147,0,1,0,0.909676106356333,12.782377136995136,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,49.85736005703471,32.811665925625974,0.0,0.0,2008.0,0.0,1,1,1,0,58.99782226437452,1
6,7.230495631787573,2.0,1992,529.0,0,2,888.2871711228307,1992,0,1,1,5.426516156437891,1.8606870883213031,0,0,1,0,0.0,1,1,0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,24.220447103122172,0.0,0.0,1992.0,108.1798147641244,0,0,1,0,55.39308908273891,0
7,7.007662387850032,2.0,2006,528.0,0,2,382.99614056773356,2007,0,1,1,4.921858458715026,1.8606870883213031,0,1,0,0,11.839174814751606,1,1,0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,18.335508078236987,1.1280955051328556,917.8790199141065,2006.0,0.0,0,1,1,1,44.40242711133767,1
6,7.323161484467354,2.0,1962,440.0,1,1,540.260452300702,1981,0,0,0,5.227871066090341,2.1726584790821972,1,0,0,0,0.0,0,1,0,0.909676106356333,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,33.83308110891661,1.1280955051328556,955.6250724524149,1962.0,137.8197507837817,1,0,1,0,59.36483751751068,0
4,6.644396200091556,0.0,1971,0.0,1,1,511.06266660943254,1971,1,0,0,5.099422285952617,1.8606870883213031,1,0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,32.12508606620915,0.0,0.0,0.0,140.14733411871606,0,0,0,0,55.66277327941562,0
5,6.690561873066603,1.0,1967,280.0,1,1,524.0593935655954,1967,1,0,0,5.125785794654783,1.8606870883213031,1,0,0,1,0.0,1,0,0,0.0,8.19190383802163,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,32.12508606620915,0.0,0.0,1970.0,111.81774134745045,0,0,1,0,59.43394876293628,0
6,7.114199965214219,1.0,1915,384.0,1,1,423.52204486094644,2003,1,0,0,4.984314854324611,2.1726584790821972,1,1,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,27.900934451158626,0.0,1032.9903172310455,2003.0,0.0,0,0,1,1,57.06540991410914,0
8,7.420793370333913,2.0,2006,685.0,0,2,629.6098317777564,2006,0,1,1,5.2248665626480975,2.3014743180824713,0,1,0,0,11.476313789596,0,1,0,0.909676106356333,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,47.58130686066365,1.1280955051328556,1259.2652484462935,2006.0,0.0,1,1,0,1,69.72216219760772,1
5,7.313109277174866,1.0,1949,281.0,1,1,462.0228329635069,2008,1,0,0,5.2583696466253205,2.3014743180824713,1,0,0,1,0.0,0,0,0,0.909676106356333,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,27.900934451158626,1.1280955051328556,828.6453015963594,1949.0,81.59461127205893,1,0,1,0,62.59408677844648,0
7,7.579501472042072,2.0,1977,539.0,1,2,476.7868132659025,1994,0,0,0,5.389505772157883,2.4172435844997704,1,0,0,0,26.349614299650103,0,1,0,0.909676106356333,8.613713341520361,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0,34.8447810963252,1.1280955051328556,1187.2445557947842,1977.0,169.04092404254945,0,0,1,1,71.2933446046502,0
6,7.271812699947705,2.0,1953,418.0,1,1,806.3008534808474,1953,1,0,0,5.4489612178050315,2.1726584790821972,1,0,1,0,0.0,0,0,0,1.7079350940324136,23.13004977795829,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,32.152745581367554,34.8447810963252,0.0,0.0,1953.0,239.35844229022763,1,0,1,0,58.97234705143692,0
6,6.795202162432728,2.0,1984,588.0,1,1,589.1158026883877,1984,1,0,0,5.185158289816015,2.0273854736078607,1,0,1,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,34.11858709833905,19.15111965058441,0.0,0.0,1984.0,172.72577888197142,0,0,1,0,55.212682820341904,0
5,7.220036928145116,1.0,1950,282.0,1,1,539.1818994665364,1950,1,0,0,5.131865917927328,2.0273854736078607,1,0,0,1,0.0,1,0,0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,61.811664966191294,33.15324634271306,1.1280955051328556,954.0503429780425,1950.0,106.34318825509621,0,0,1,0,66.68102001832158,0
6,6.928891573194934,1.0,1950,300.0,1,1,636.5100993543398,2004,0,0,0,5.260244286217405,2.0273854736078607,1,1,0,1,9.468078797847967,0,1,0,0.909676106356333,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,34.8447810963252,0.0,0.0,1950.0,0.0,1,0,1,0,67.16251414498535,0
5,7.071837765103339,1.0,1953,375.0,1,1,675.122373560084,1953,1,0,0,5.339584783407825,1.8606870883213031,1,0,0,1,0.0,0,0,0,1.7079350940324136,11.226052406621228,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,38.15243277612786,0.0,0.0,1953.0,176.07712057507638,1,0,1,0,69.93454744653236,0
8,7.656665846212883,2.0,1998,683.0,0,2,602.4658838561827,1999,0,1,1,5.286658111842055,2.4172435844997704,0,1,1,0,11.352900639672866,0,1,0,0.909676106356333,0.0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,49.536508201727806,30.036537346547124,1.1280955051328556,1913.3717169420443,1998.0,79.33923411116479,0,0,1,1,70.65246124986894,0
7,7.209462981838825,3.0,2001,843.0,0,2,870.821155850459,2002,0,1,1,5.415059829248666,2.0273854736078607,0,1,0,0,14.718428862775633,0,1,0,0.909676106356333,18.47224728351711,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,85.3656150941546,46.97242343824517,0.0,0.0,2001.0,0.0,0,0,1,0,66.67098621395549,0
5,6.684100830128018,2.0,1972,552.0,1,1,530.5457091307705,1972,1,0,1,5.1221023882099965,1.8606870883213031,1,0,0,1,0.0,1,0,0,0.0,0.0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,56.97392572126049,31.43381684215575,0.0,0.0,1975.0,184.05203583794227,0,0,1,0,59.39417651246537,0
8,7.460597960139137,3.0,2004,888.0,0,2,1103.962523414674,2005,0,1,1,5.550511241553179,2.3014743180824713,0,1,1,0,0.0,1,1,0,0.0,23.50169611368731,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,42.878151740435506,34.8447810963252,0.0,0.0,2004.0,263.04460748551253,0,0,1,0,60.59779402275451,0
7,7.570960000468526,3.0,1990,746.0,0,2,424.6267632588152,1991,0,1,0,5.246008804419904,2.3014743180824713,0,0,0,0,10.583837561232375,0,1,0,0.909676106356333,23.50169611368731,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,35.461663614231696,46.360992464610256,1.1280955051328556,1714.659479125132,1990.0,154.1359956249889,0,0,1,1,66.28411350731702,0
6,7.1210821317491115,0.0,1920,0.0,1,1,207.55090367518667,1950,0,0,0,5.202263100511323,2.0273854736078607,1,0,0,0,19.88493657911877,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,27.900934451158626,0.0,525.5039984252496,0.0,0.0,0,0,0,0,55.171631827395245,0
4,6.6477682060168215,2.0,1940,539.0,1,1,512.6890386924691,1950,1,0,0,5.101351436428802,1.6649086512703615,1,1,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,41.13212255162136,29.684014605581073,0.0,0.0,1961.0,75.38451285614721,0,0,1,0,64.31249640228863,0
6,7.1841136888567885,2.0,1993,420.0,1,2,422.9695783086077,1994,0,0,1,4.983508062205931,2.0273854736078607,0,0,0,0,12.868727584824551,0,1,0,0.909676106356333,15.982174578493606,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,46.59976996557873,28.974955343496365,1.1280955051328556,1201.6263667456242,1993.0,123.86494467813039,0,0,1,1,54.59800434309426,0
6,6.76488830641728,1.0,1948,240.0,1,1,572.5197286292197,2002,1,0,0,5.1680129339039365,1.8606870883213031,1,1,0,1,0.0,0,0,0,0.909676106356333,0.0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0.0,24.220447103122172,0.0,0.0,1948.0,150.9278530024431,1,0,1,0,55.3643004638684,0
7,7.270052822630616,2.0,1925,546.0,1,1,440.06323580250086,1990,0,0,0,5.082389591669361,2.0273854736078607,1,1,0,1,0.0,0,0,0,0.909676106356333,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,27.900934451158626,1.1280955051328556,1209.6211426628445,1925.0,9.29325325311542,1,0,0,1,58.97234705143692,0
